Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1698744411,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744412,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744413,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744414,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744415,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744416,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744417,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744418,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744419,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744420,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744421,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744422,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744423,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744424,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744425,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744426,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744427,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744428,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744429,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744430,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744431,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744432,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744433,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744434,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744435,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744436,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744437,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744438,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744439,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744440,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744441,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744442,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744443,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744444,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744445,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744446,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744447,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744448,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744449,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744450,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744451,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744452,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744453,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1698744454,20,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,29,28.21735499999996,23.457699999994475,30.63370000000276,8688.0
1698744454,20,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,20,0,29,28.21735499999996,23.457699999994475,30.63370000000276,8688.0
1698744455,40,GET,/,0.000000,0.000000,29,71,71,72,74,75,77,77,77,77,77,60,0,29,39.03648833333336,10.21910000000048,76.96700000000334,8688.0
1698744455,40,,Aggregated,0.000000,0.000000,29,71,71,72,74,75,77,77,77,77,77,60,0,29,39.03648833333336,10.21910000000048,76.96700000000334,8688.0
1698744456,60,GET,/,20.000000,0.000000,28,41,66,69,71,74,75,77,77,77,77,120,0,28,36.1179675000002,4.478900000002284,76.96700000000334,8688.0
1698744456,60,,Aggregated,20.000000,0.000000,28,41,66,69,71,74,75,77,77,77,77,120,0,28,36.1179675000002,4.478900000002284,76.96700000000334,8688.0
1698744457,80,GET,/,20.500000,0.000000,29,40,50,56,70,72,75,77,100,100,100,200,0,29,32.96527199999997,4.059200000000374,102.98039999999986,8688.0
1698744457,80,,Aggregated,20.500000,0.000000,29,40,50,56,70,72,75,77,100,100,100,200,0,29,32.96527199999997,4.059200000000374,102.98039999999986,8688.0
1698744458,100,GET,/,22.666667,0.000000,34,49,58,66,78,84,96,97,100,100,100,300,0,30,38.609231333333305,4.059200000000374,104.19960000000117,8688.0
1698744458,100,,Aggregated,22.666667,0.000000,34,49,58,66,78,84,96,97,100,100,100,300,0,30,38.609231333333305,4.059200000000374,104.19960000000117,8688.0
1698744459,120,GET,/,30.000000,0.000000,29,39,54,58,71,83,95,97,100,100,100,420,0,29,35.21808857142852,1.5533000000047537,104.19960000000117,8688.0
1698744459,120,,Aggregated,30.000000,0.000000,29,39,54,58,71,83,95,97,100,100,100,420,0,29,35.21808857142852,1.5533000000047537,104.19960000000117,8688.0
1698744460,140,GET,/,40.000000,0.000000,32,49,65,75,97,160,170,170,180,180,180,555,0,31,46.87689027027025,1.5533000000047537,180.0294999999963,8688.0
1698744460,140,,Aggregated,40.000000,0.000000,32,49,65,75,97,160,170,170,180,180,180,555,0,31,46.87689027027025,1.5533000000047537,180.0294999999963,8688.0
1698744461,160,GET,/,50.000000,0.000000,33,50,63,70,96,160,170,170,180,180,180,658,0,32,46.135170972644325,1.5533000000047537,180.0294999999963,8688.0
1698744461,160,,Aggregated,50.000000,0.000000,33,50,63,70,96,160,170,170,180,180,180,658,0,32,46.135170972644325,1.5533000000047537,180.0294999999963,8688.0
1698744462,180,GET,/,60.142857,0.000000,32,48,64,72,90,100,170,170,180,180,180,838,0,31,43.96487649164673,1.5533000000047537,180.0294999999963,8688.0
1698744462,180,,Aggregated,60.142857,0.000000,32,48,64,72,90,100,170,170,180,180,180,838,0,31,43.96487649164673,1.5533000000047537,180.0294999999963,8688.0
1698744463,0,GET,/,60.142857,0.000000,32,44,63,71,87,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744463,0,,Aggregated,60.142857,0.000000,32,44,63,71,87,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744464,0,GET,/,60.142857,0.000000,33,47,63,72,88,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744464,0,,Aggregated,60.142857,0.000000,33,47,63,72,88,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744465,0,GET,/,60.142857,0.000000,32,44,62,70,90,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744465,0,,Aggregated,60.142857,0.000000,32,44,62,70,90,100,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744466,0,GET,/,60.142857,0.000000,32,45,62,78,95,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744466,0,,Aggregated,60.142857,0.000000,32,45,62,78,95,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744467,0,GET,/,60.142857,0.000000,32,45,66,80,96,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744467,0,,Aggregated,60.142857,0.000000,32,45,66,80,96,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744468,0,GET,/,60.142857,0.000000,31,43,64,80,96,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744468,0,,Aggregated,60.142857,0.000000,31,43,64,80,96,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744469,0,GET,/,60.142857,0.000000,34,59,80,82,100,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744469,0,,Aggregated,60.142857,0.000000,34,59,80,82,100,160,170,170,180,180,180,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744470,0,GET,/,60.142857,0.000000,31,39,57,65,80,82,83,83,90,90,90,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744470,0,,Aggregated,60.142857,0.000000,31,39,57,65,80,82,83,83,90,90,90,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744471,0,GET,/,60.142857,0.000000,11,22,29,31,35,44,45,45,83,83,83,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744471,0,,Aggregated,60.142857,0.000000,11,22,29,31,35,44,45,45,83,83,83,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744472,0,GET,/,60.142857,0.000000,11,22,29,31,35,44,45,45,83,83,83,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744472,0,,Aggregated,60.142857,0.000000,11,22,29,31,35,44,45,45,83,83,83,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
1698744473,0,GET,/,60.142857,0.000000,11,22,29,31,35,44,45,45,83,83,83,875,0,31,43.1213228571428,1.5533000000047537,180.0294999999963,8688.0
